0,548,507,12.02,14.57,-13628,-1228,-9432,-784,1059,-134,-0.77,0.65,21.96,6
0,548,505,11.83,14.66,-13688,-1376,-9328,-800,1163,72,-0.47,0.65,21.96,6
0,550,503,11.83,14.57,-13652,-1204,-9676,-784,1165,122,-0.53,0.65,21.96,6
0,549,503,11.93,14.57,-13476,-1480,-10044,-832,1358,281,-0.87,0.65,21.96,6
0,548,504,12.12,14.57,-13664,-1884,-9808,-816,1883,376,-1.00,0.65,21.96,6
0,549,508,11.93,14.47,-13604,-1460,-9732,-784,2249,631,-1.23,0.65,21.96,6
0,544,507,12.02,14.47,-13304,-1492,-10148,-768,2570,831,-1.55,0.65,21.96,6
0,544,506,12.02,14.27,-13536,-1640,-9516,-784,3038,1297,-1.88,0.65,21.96,6
0,543,506,11.93,13.98,-13396,-1700,-10420,-800,3130,1076,-2.46,0.65,21.96,6
0,542,506,12.22,13.49,-13164,-1348,-11192,-800,3295,2201,-3.99,0.65,21.96,6
0,544,508,11.93,13.69,-13116,-1412,-9924,-784,3339,3479,-6.17,0.65,21.96,6
0,544,505,11.93,13.49,-13892,-1932,-10128,-768,2662,3618,-7.59,0.65,21.96,6
0,545,505,11.93,13.39,-13512,-2504,-11388,-784,3229,948,-8.11,0.65,21.96,6
0,546,505,11.93,13.39,-12800,-2544,-10640,-800,3707,2525,-8.25,0.65,21.96,6
0,547,505,11.93,13.49,-12592,-2160,-10964,-784,4115,1424,-8.34,0.65,21.96,6
0,548,506,11.83,13.29,-12668,-2212,-11356,-784,4026,1175,-8.74,0.65,21.96,6
0,547,506,11.83,13.39,-12932,-2352,-11304,-768,2075,-638,-9.02,0.65,21.96,6
0,549,504,11.83,13.10,-12728,-2596,-11072,-816,455,-2614,-9.16,0.65,21.96,6
0,546,505,12.02,12.90,-12496,-2080,-10984,-800,1336,-3399,-10.08,0.65,21.96,6
0,548,506,11.83,12.90,-12636,-2452,-10396,-816,2123,-2839,-11.41,0.65,21.96,6
