0,793,793,1.08,0.10,8132,3632,10528,-1824,-305,-317,0.00,0.00,0.00,1
0,793,793,1.08,0.10,8180,3684,10656,-1776,-410,-254,0.00,0.00,0.00,1
0,793,793,1.08,0.10,8248,3736,10648,-1776,-400,-208,0.00,0.00,0.00,1
0,793,793,0.98,0.10,8224,3684,10644,-1776,-390,-254,0.00,0.00,0.00,1
0,793,793,1.08,0.10,8092,3692,10548,-1792,-432,-160,0.00,0.00,0.00,1
0,793,793,1.08,0.10,8128,3680,10480,-1792,-359,-277,0.00,0.00,0.00,1
0,793,793,1.08,0.10,8148,3856,10436,-1776,-262,-254,0.00,0.00,0.00,1
0,792,793,1.08,0.10,8252,3856,10484,-1808,-255,-293,0.00,0.00,0.00,1
0,793,794,1.08,0.10,8348,3700,10800,-1808,-345,-252,0.00,0.00,0.00,1
0,793,792,1.08,0.20,8324,3640,10588,-1776,-512,-285,0.00,0.00,0.00,1
0,793,793,1.08,0.10,8472,3608,10540,-1792,-560,-427,0.00,0.00,0.00,1
0,792,793,1.17,0.10,8368,3776,10512,-1824,-366,-473,0.00,0.00,0.00,1
0,793,794,1.08,0.10,8296,3832,10352,-1792,-380,-333,0.00,0.00,0.00,1
0,793,793,0.98,0.10,8356,3604,10296,-1776,-808,-245,0.00,0.00,0.00,1
0,793,793,0.98,0.10,8380,3336,10412,-1776,-657,-321,0.00,0.00,0.00,1
0,793,792,1.08,0.10,8128,3632,10468,-1792,-180,-438,0.00,0.00,0.00,1
0,793,793,1.08,0.10,8160,3980,10552,-1792,-153,-315,0.00,0.00,0.00,1
0,793,792,1.08,0.10,8368,3832,10696,-1792,-315,-112,0.00,0.00,0.00,1
0,792,793,1.08,0.10,8364,3540,10616,-1808,-172,-119,0.00,0.00,0.00,1
0,793,792,1.08,0.10,8292,3588,10572,-1776,4,-226,0.00,0.00,0.00,1
0,793,793,1.08,0.10,8160,3556,10496,-1776,-206,-269,0.00,0.00,0.00,1
0,793,793,1.08,0.10,8268,3504,10764,-1808,-462,-73,0.00,0.00,0.00,1
0,793,793,1.08,0.10,8224,3452,10520,-1792,-309,-186,0.00,0.00,0.00,1
0,793,793,1.08,0.10,8220,3500,10552,-1792,-126,-214,0.00,0.00,0.00,1
0,793,793,1.08,0.10,8208,3412,10532,-1808,-407,-65,0.00,0.00,0.00,1
0,793,792,1.08,0.20,8380,3568,10708,-1792,-221,-310,0.00,0.00,0.00,1
0,793,793,1.08,0.10,8168,3604,10656,-1792,-149,-237,0.00,0.00,0.00,1
0,793,793,1.08,0.10,8176,3456,10612,-1824,-403,-85,0.00,0.00,0.00,1
0,793,793,1.08,0.10,8220,3576,10500,-1808,-252,-182,0.00,0.00,0.00,1
0,793,793,1.08,0.10,8228,3660,10640,-1792,-5,-201,0.00,0.00,0.00,1
0,793,793,1.08,0.10,8184,3452,10700,-1840,-193,-161,0.00,0.00,0.00,1
0,793,793,1.08,0.10,8284,3520,10812,-1792,-251,-142,0.00,0.00,0.00,1
0,792,793,1.08,0.10,8268,3572,10640,-1792,-168,-50,0.00,0.00,0.00,1
0,793,793,1.08,0.20,8216,3424,10376,-1776,-192,-132,0.00,0.00,0.00,1
